tid,age_group,competition_level,n_games_scored,last_game_scored_ts
fa9fbc4ce9548827ca21df77879dac05,Under 13,club_travel,1,2020-05-16 15:24:13
705631b8b64e8614d540c3a2d032bb26,Between 13 - 18,club_travel,6,2020-06-06 20:10:15.543311
e7d425d5ebe75b85e3d2d6a0912e0a61,Between 13 - 18,club_travel,2,2020-06-06 22:19:36.161693
44ca1a3279d56af2f451883823f893b6,Under 13,club_travel,6,2020-06-18 16:04:53
bfb6462aec5e4e24fda8c700dfe81256,Between 13 - 18,club_travel,15,2020-06-20 21:53:33
9d0822c99ea7b03ef178f85bc7e8b46c,Under 13,club_travel,5,2020-06-21 00:29:40
df1128c911bcfbf92704533cbcfc10b1,Under 13,club_travel,36,2020-06-27 11:57:04
da26277868f4fb35bc3fe4c44cc9546a,Between 13 - 18,club_travel,6,2020-07-04 22:01:30
ee85063222aa8f84d5081a22a70c14c0,Under 13,club_travel,42,2020-07-10 00:19:22.419634
56cbdd8a6a3963083885ca782916c970,Between 13 - 18,club_travel,2,2020-07-11 16:41:55
e6f6953dedf73db00f0a3916ec83517e,Under 13,club_travel,19,2020-07-12 21:21:42
f318d5f0994567b7ef5348f6abf97aa8,Under 13,recreational,1,2020-07-12 23:00:45
b5127fc930ba02ad104446fa3ed3b2db,Between 13 - 18,club_travel,36,2020-07-15 21:16:07
115553aa773b69f572b987dea6b3691a,Between 13 - 18,club_travel,27,2020-07-18 23:19:33
6abe97604fcdb30f0081c1f448f427ad,Between 13 - 18,club_travel,17,2020-07-19 00:54:02.758249
0e8b719735634753c507e1b4c2eb96d4,Between 13 - 18,club_travel,21,2020-07-19 15:51:41
383b315f26ee87e66acc055eddbcbe95,Between 13 - 18,club_travel,23,2020-07-19 23:42:51
31d3e2ce2e1f65046bfdeb2ed2cbe8a7,Under 13,club_travel,29,2020-07-20 00:46:11
0aba50454ce7cccde9b7f231d286a109,Under 13,club_travel,26,2020-07-20 19:09:48.475679
583f4fa589020c1834ce5a239a9c2961,Between 13 - 18,club_travel,28,2020-07-20 19:40:44
42e59da0563dba8a9e63038f7f9c7778,Between 13 - 18,club_travel,1,2020-07-20 22:58:29
676b24cee16a0eca3139105098bd0b9f,Between 13 - 18,club_travel,30,2020-07-23 11:41:03
5d3693a34113ea81361ec61777bfee16,Under 13,club_travel,17,2020-07-23 23:15:16
fc42884c11ea38397900d96c022d06e7,Between 13 - 18,club_travel,19,2020-07-24 00:13:01
f696f564ea4e02c0320017fe13725719,Under 13,recreational,17,2020-07-25 15:51:31
0f0f74a8ef4ab115cc1c3717a7b3a7ab,Between 13 - 18,club_travel,21,2020-07-25 20:06:14
749e65b353d29f31f0368aaf6d7b0ec0,Between 13 - 18,club_travel,36,2020-07-26 18:48:23
e79564fcd7a37300ddc5f25a6851b7ed,Under 13,club_travel,38,2020-07-26 23:06:26
36e7accb1e05311f41c16593d14d1fcb,Between 13 - 18,recreational,7,2020-07-31 02:18:31
01e0317a7f0bd80506bed8bdca546d60,Between 13 - 18,club_travel,46,2020-08-01 00:56:42
88cef2378c0d0dc35b25b7f203537696,Between 13 - 18,club_travel,29,2020-08-01 13:58:28
3f12403af5c4fbc029f9915facfa43e6,Between 13 - 18,club_travel,29,2020-08-01 18:15:23
858fa053b12e120ea49e4c2000da74e5,Between 13 - 18,club_travel,23,2020-08-01 22:05:38
be7cc8144f4e412453cea71b16a0609e,Between 13 - 18,club_travel,21,2020-08-02 00:10:30
5d94a096fa1dacd79ef0a29b9eba5dd2,Under 13,club_travel,28,2020-08-02 15:48:52
89552736542a777bd24353720bd532fc,Under 13,club_travel,5,2020-08-02 18:26:46
d3afce3813212d0c2562284164d0d4d9,Under 13,club_travel,63,2020-08-02 21:34:02
28dd1717e611b8b7a65a74c882445af6,Between 13 - 18,club_travel,10,2020-08-02 22:13:03
0b077bec3ffc2f39c224cf1260dc8f98,Between 13 - 18,club_travel,10,2020-08-03 23:31:07
41f0fdeabb917d23ef0c5acf319a3bad,Under 13,club_travel,27,2020-08-04 21:38:25
2a3cc07e799f904248ef7458010d2643,Between 13 - 18,club_travel,26,2020-08-04 22:03:37
9337858450b8fbcf63459809fb081b10,Between 13 - 18,club_travel,14,2020-08-07 00:20:15
933d9695561cfa71a4448c6153504465,Under 13,club_travel,26,2020-08-08 18:22:50
d8ebbf578a146d03f1dac5e059efeb1e,Under 13,club_travel,27,2020-08-08 18:48:13
df4334da2d637101b69d6822ca216e5b,Between 13 - 18,club_travel,23,2020-08-08 19:59:09
817bd003bc426dd709a4e851c0f7b6c1,Under 13,club_travel,25,2020-08-08 20:24:40
f817d8989a6bb5184aef7e8e808975d2,Between 13 - 18,club_travel,27,2020-08-09 02:15:40.408635
dd61a41cbaf1ee927dcd760f38252df9,Between 13 - 18,club_travel,29,2020-08-09 15:34:35.964329
49e65678e734387b96f9f613f74fceb8,Between 13 - 18,club_travel,31,2020-08-09 21:53:33
07ad42b4d0026332a5d5e61cdcaada38,Under 13,club_travel,41,2020-08-15 18:16:25
1d759a4f64818c8fd89d9c92d1f84e70,Under 13,club_travel,11,2020-08-16 01:02:33.076801
3950330b935917b4eb6ad495e93738f5,Under 13,club_travel,29,2020-08-16 11:53:04
5c2c31b5b8a7b3cdd57c0e4a348ec0b5,Under 13,club_travel,24,2020-08-16 15:32:35
ce159a7bde4da94b9740c654fbbae2e7,Under 13,club_travel,56,2020-08-16 18:07:00
19c2b1c5869121518a990d87db7ddaf6,Between 13 - 18,club_travel,33,2020-08-16 19:36:53
2ff47710823851b2c2795bea8f23b94a,Under 13,club_travel,23,2020-08-16 21:26:40
79105dc06fdefb6a9394ae536d3cfc20,Under 13,club_travel,53,2020-08-16 22:27:51.099513
6447f49197fb369b6b3b96946eafff1e,Between 13 - 18,club_travel,14,2020-08-17 00:09:50
e18be1d0b2b8fec5619f05da267e955b,Under 13,recreational,16,2020-08-24 22:49:37
464d9e3fa53d769dd6e2ee9ae6497778,Between 13 - 18,club_travel,21,2020-08-30 17:30:41
c3a6eccb82a234c4c2cb590e1a708a78,Under 13,club_travel,8,2020-09-11 23:53:30
91e7874fcb23ddd44ac1a5e4fc161ed3,Under 13,recreational,2,2020-09-12 00:19:34
bcb4a09a91dffc6aec83321f41964286,Between 13 - 18,club_travel,26,2020-09-12 22:36:34
01234d8d02363f5d45a6f1da6b301e40,Under 13,club_travel,2,2020-09-13 16:07:52
df35f34237425792fdfc302830bbd6c8,Under 13,club_travel,17,2020-09-20 11:59:26
c6d0884535c93418b22ed6badd6ddb4b,Under 13,club_travel,3,2020-09-20 16:02:05
a833637403949dbc6989b684a63b9016,Between 13 - 18,club_travel,5,2020-09-20 16:59:18
cd60e694453b472bb0711189b0393408,Under 13,club_travel,4,2020-09-26 23:31:11
f09c3da530f468feed45a2f69678c366,Under 13,club_travel,8,2020-09-27 12:56:52
b031116dca44c7a920e75f745f38b61d,Between 13 - 18,club_travel,14,2020-09-27 13:00:52
09e02911e0f34147fecd89dabc3d8406,Between 13 - 18,club_travel,7,2020-09-27 14:57:01.390585
ea803b625e439ed13c44f46bd6f84fdc,Between 13 - 18,club_travel,5,2020-09-27 15:40:50
f48986e2e431a53f3bd0d4258f9fe26d,Between 13 - 18,club_travel,4,2020-09-27 16:17:34
ac91b242dab6ae3e69c97eed0d6f091a,Under 13,club_travel,33,2020-09-27 17:57:33
3f505dfd51a50646d1ec50546bad4ba1,Between 13 - 18,club_travel,18,2020-09-27 20:02:34
bbb7e0fa334bb990bbd66e1c2f41e3e3,Under 13,club_travel,5,2020-09-27 22:35:16
e5f3603eda4dc5dc0aa16a0e661d75b9,Under 13,club_travel,11,2020-09-28 00:47:38
420bfc2fc7cce74604d6b8e6d9c73867,Between 13 - 18,school,34,2020-10-02 17:25:11
4493d5acc72120bcea59920702553588,Between 13 - 18,school,23,2020-10-02 21:01:51
3dc1c679499b3b0336d0d219fd7178a9,Between 13 - 18,club_travel,10,2020-10-02 23:46:19.323816
ddb79d916c57819d164ec5821f4b7d26,Under 13,club_travel,10,2020-10-03 14:54:29
9572379bb86dc6616ca733c8b553d396,Between 13 - 18,club_travel,6,2020-10-03 18:28:25
e78514c2b4b4d04ced5deb110e7b1c9a,Between 13 - 18,club_travel,9,2020-10-04 11:48:31
b7dbbfada730bccd046f5a6d8fbf2217,Between 13 - 18,club_travel,11,2020-10-04 12:57:19
b3b466868473b0f3e587c56bd2152c78,Under 13,club_travel,28,2020-10-04 13:57:48.603443
52129526772455856bb1467a8a8fe574,Between 13 - 18,club_travel,4,2020-10-04 15:56:04.854244
e07d641d6bd9740a1c1d890451b0f21a,Between 13 - 18,club_travel,12,2020-10-04 16:48:18
dc395db66703af1824e2c55482fcdd42,Between 13 - 18,club_travel,13,2020-10-04 16:49:09
8c63a75b319030631c6dfd53d29e8b96,Under 13,club_travel,5,2020-10-04 18:12:39
e5c70e30da58a1825d7b612904d08bc6,Between 13 - 18,club_travel,9,2020-10-04 18:34:00
c2795c841659883dba5cc7e1d50f650b,Under 13,club_travel,13,2020-10-04 18:55:45
dd8c1de89daa5802ad88f7d88ceddbd3,Under 13,club_travel,9,2020-10-04 19:12:03.190992
b5de3cb9026368ccd9601f3362f4358f,Under 13,club_travel,17,2020-10-04 19:38:26
a49c4138b6ff135ce613aa417183122b,Between 13 - 18,club_travel,9,2020-10-04 22:04:38
d181623a727926c0db966fa4f60c6ef6,Under 13,club_travel,41,2020-10-04 22:45:36
6fffbbe8e0ac6624bcc24f399f6e24ea,Between 13 - 18,club_travel,73,2020-10-04 23:13:36
0a8690df0d67c8b1bfb0c3731572cc54,Between 13 - 18,club_travel,12,2020-10-04 23:19:07
080a555d679b2133c9ff5f1b715798b6,Between 13 - 18,club_travel,15,2020-10-05 00:08:49
142568a89a20d823c7f2771fa84c0001,Under 13,club_travel,24,2020-10-05 22:57:12
4dafe9fd23703b99270af0cd097d4b66,Between 13 - 18,club_travel,5,2020-10-06 02:39:04
f88983cb3011e19048d2634c6d48ea8c,Under 13,club_travel,30,2015-12-06 21:08:19.419495
90e95a84fd72213236589e79fe5e8aaa,Under 13,recreational,19,2016-06-10 21:56:41
5eed4004a2fa6aa2a3d8c71073f27c00,Under 13,club_travel,22,2017-04-09 03:40:04
7d0707ff1140edba21a9c2abb4fc537f,Under 13,recreational,13,2017-05-13 21:28:21
ad9856fa709060f7f62282975434560b,Between 13 - 18,school,38,2017-05-31 18:09:18
76ddc650a148272f9e2aedff192e90b4,Under 13,recreational,13,2017-06-03 00:11:19
e6fb8ca518f3771224b9266192da099f,Under 13,school,15,2017-06-22 21:50:57.832645
ef550410d0dd3186c88ba6e0c671f087,Under 13,recreational,23,2017-06-25 14:44:45
f0097cb311d72f06e79be628791c0b39,Under 13,club_travel,44,2017-07-09 15:10:53
0fb1d8fd7fd2d2803747f7e5fe5ef4bc,Under 13,club_travel,104,2017-07-14 19:25:51
71fcf580af03f4ba5660352e939e8587,Between 13 - 18,school,33,2017-07-15 21:30:28
faf5ba9be0023ecb3ba5340702cf9eac,Under 13,recreational,14,2017-07-16 18:53:07.68129
367fbb6bb623cd4c0cccfc6269ac8a00,Between 13 - 18,club_travel,46,2017-07-16 20:11:00
eec8726efdade273fcbf2f5ef399d1ec,Between 13 - 18,club_travel,61,2017-07-27 17:34:17
b56264e7c57b15fbf9156d54f1e67717,Under 13,recreational,9,2017-07-29 15:37:25
fc2a5029448f411dcfa133c66f25f409,Under 13,club_travel,19,2017-07-30 18:58:16
a2fd31c3d3027dffeec1c0f171165c71,Under 13,club_travel,43,2017-08-19 20:35:48
a0961130e1c57905707f07000dff34fd,Between 13 - 18,school,37,2017-10-28 12:34:41
014b2d31932f531260f4b7d4b1b365ae,Under 13,club_travel,19,2017-10-28 18:18:54
30cdd56e3f3dffc40d46205be099827f,Between 13 - 18,recreational,14,2017-10-28 19:35:53.394226
42e8d4c692599b93bd47d9e007d40cc9,Under 13,club_travel,11,2017-11-04 23:40:28
3fb25e2a94e3864619e85796f09bcbe3,Between 13 - 18,club_travel,27,2017-11-05 16:37:45
d17aebee979a0e356bf15440062fbc2c,Between 13 - 18,club_travel,11,2018-02-04 23:01:20
628e9f8fbc6f8cf94f18dff8bbbcf790,Between 13 - 18,school,11,2018-03-03 14:31:05
0a9a427d7797a209dcf667f7d2b43d02,Under 13,club_travel,4,2018-03-08 01:56:49
e38402f29bda3ad862395e4e6e6af1f1,Under 13,recreational,22,2018-05-01 01:48:52.277192
473b95b6a1a22015d5825be2ed40513a,Between 13 - 18,school,29,2018-05-08 00:07:04
e24f1a95e35b5e517118f27473e4e7b2,Over 18,school,57,2018-05-13 18:00:45
43688227f10cb80fdea2652b3a23fc12,Between 13 - 18,school,4,2018-05-15 20:35:39
817024201a336d2c3781875e38ae00b0,Between 13 - 18,school,34,2018-05-15 23:39:02
1dc018f9f4495d7ced7ef16eab1841eb,Under 13,recreational,18,2018-05-19 14:44:12.388269
315484b17cf7988573e55782c0ded87e,Between 13 - 18,school,31,2018-05-19 17:02:57
24db5f10f45c1623f1d41a5f1d6483a0,Between 13 - 18,school,12,2018-05-23 08:47:25
8e83f501df12515cac2d5996f0d01c88,Between 13 - 18,school,33,2018-05-26 01:14:07
6641e49372ee0d178fab930c1a388b8b,Under 13,club_travel,8,2018-05-27 20:15:42
a24386672dfdabd09a135b5ce90462a8,Under 13,recreational,19,2018-05-31 00:49:41
23726a0d5b4be342eb8019409f46d7dc,Under 13,club_travel,1,2018-06-02 17:32:05
351a229761d7af2ed46157dbb1697102,Under 13,recreational,11,2018-06-09 15:51:46
5ee2f73cf10a68693ac3059a48e50bc6,Under 13,club_travel,33,2018-06-17 13:51:29
23b368ab52b67a7aef2c340546871540,Under 13,recreational,7,2018-06-22 00:37:21
2c62c56d8135dee54536ecdea7b9c303,Under 13,club_travel,47,2018-06-22 13:09:04
b7170783471765d20421c6e44ccfb7d7,Under 13,club_travel,38,2018-06-24 14:09:27.707928
9968dd4fca54d45c2436e20c80df2344,Under 13,club_travel,11,2018-06-24 14:46:20
db9039557de16ee63ec70276d225f880,Under 13,recreational,18,2018-06-24 15:46:29
9e645e034542a4a34952af26abe17060,Under 13,club_travel,10,2018-06-28 22:48:59
0cb09458d45c79b67eb76c1fb1e2ade8,Under 13,club_travel,51,2018-06-30 23:18:29
442a0d0f88050685736cf233a3232958,Under 13,club_travel,22,2018-07-01 04:02:44
54b6eae3c81a3bf9e6e3eaa2ed1a18a0,Between 13 - 18,recreational,29,2018-07-02 22:31:12
599f9110fb0dc73b365c12675fc5ca87,Over 18,recreational,11,2018-07-04 08:38:46
e3fd909f3daf727c0f862b3da2e5910a,Under 13,club_travel,32,2018-07-07 15:47:24
2edf9175a57a69633cb1df625949d83d,Under 13,club_travel,55,2018-07-09 21:51:04
ecc2ec634d11f794ac50b5cde01f53cd,Under 13,recreational,19,2018-07-10 23:55:22
993751e5fc0cb04db9d99b812929da0d,Between 13 - 18,club_travel,54,2018-07-12 15:10:34
ec4d816611310c3d6f1c4109dbc2d95c,Under 13,club_travel,71,2018-07-13 21:01:19
b48c13a3aa32947c599af573e7c6ff2e,Between 13 - 18,club_travel,7,2018-07-14 16:45:06
4fb5c34dd1dd23f1988e28b95809855e,Under 13,club_travel,37,2018-07-15 11:50:35
5e4705b2897a43e592d38540f5aedf92,Under 13,club_travel,48,2018-07-15 12:59:05.033665
6dcb35aa38ed8ba3321f384e8728f71c,Under 13,recreational,12,2018-07-15 18:49:14
da58e6a2392d0ca392e8f314ab3c2041,Between 13 - 18,club_travel,55,2018-07-21 12:49:49
e4ff37a2f090f119df3f70056fad9a31,Between 13 - 18,club_travel,33,2018-07-22 18:27:03
6f60373991b93c15875cae9a129bde90,Under 13,club_travel,28,2018-07-22 19:24:49
ca130b28b6923d936d1dccabb21957d5,Between 13 - 18,club_travel,25,2018-07-24 22:45:10
fec0d0a7a7db38c021c6320b7a7d82ee,Between 13 - 18,club_travel,19,2018-07-25 12:57:22
f8a0aacc0ae5e7b493fb6386298aff67,Between 13 - 18,club_travel,30,2018-07-29 14:36:13
e2fabaaa5861549e91e5e1d00ca3844f,Under 13,club_travel,11,2018-07-29 16:29:19
26f0c51b91dead81ae4ac2fc186dc742,Under 13,club_travel,20,2018-07-29 16:46:12
308e4680e2419192e8c49b1b9bbacd9d,Between 13 - 18,club_travel,9,2018-08-04 17:10:54
aac94753e2c3c8b918bee365201750a1,Between 13 - 18,club_travel,24,2018-08-05 19:31:15
5271aa8611d460997dcf760aa34709ad,Under 13,club_travel,12,2018-08-26 17:02:07
e9e8b420e25de05646f880b20d86e5e4,Under 13,club_travel,3,2018-10-06 14:57:26
47ef3e559686de8367523b009f76c676,Between 13 - 18,club_travel,11,2018-10-07 12:45:00.398518
5fb69807de4c6b5056f396631df0134c,Under 13,club_travel,9,2018-10-11 23:16:06
1541fa8885f1b020e269d731f7fd7ccb,Under 13,club_travel,115,2018-10-14 21:17:43.974321
2d1eda4cdd924557909b3fd5e639b013,Under 13,recreational,5,2018-10-21 18:29:30
e93cca3e3ddc413c39817d0e5c50b650,Between 13 - 18,club_travel,44,2018-10-21 19:07:06
439a2897832be1a31d50a3f12a207e3c,Between 13 - 18,club_travel,12,2018-10-25 21:58:22
844fb2d91b8902e7f524e95b8ae6096d,Under 13,club_travel,15,2018-10-28 15:02:21
720eaaa10300823a748fd40913176168,Under 13,club_travel,17,2018-10-28 18:12:31
cb36a9b3eb761ac5de062d6b588478a2,Under 13,club_travel,26,2018-11-03 23:14:47.782047
f4f9fb2b823c90fa7a3a38d6130dffac,Under 13,recreational,11,2018-11-09 00:25:21
cde98062d185b23f155ac61c2f0ed658,Under 13,club_travel,28,2018-11-12 00:41:13
9ace084c64da17ac14d03f612616d1ce,Between 13 - 18,school,1,2019-02-18 05:44:23
1ae67c3d44cd011d63dab649e5d55366,Between 13 - 18,school,2,2019-03-02 17:25:36
88356f4f39ab1c72e291ab23c15a22f2,Under 13,recreational,3,2019-03-19 23:13:54
73cc489e1150dfa195cbccdd6d276695,Under 13,club_travel,27,2019-04-07 13:40:09
ea98d1d5825dda8aba95f11cc1e7f4d8,Under 13,club_travel,1,2019-04-07 16:59:44.174425
114c66ece6249b209a05ede3dd1c05dc,Between 13 - 18,school,26,2019-04-27 17:33:05
d6a25772e3913ce839dcfa65608c67c8,Between 13 - 18,school,8,2019-04-30 00:20:49
4d927600f18087d1a460fc3405c9a547,Between 13 - 18,school,29,2019-05-08 12:02:04
4acd3712d9989a22c8adc48e9566069a,Between 13 - 18,club_travel,25,2019-05-08 20:46:18
acda7b9485b01a028e64e37453963ec0,Between 13 - 18,school,31,2019-05-08 21:04:15
c275e3ec8dd6b23e8008fc7684d80340,Between 13 - 18,school,19,2019-05-09 19:49:57
c2c3d80b25dab79aeb23a4895c12a723,Between 13 - 18,school,25,2019-05-11 00:28:11.355229
70d37925c68387cdff68ff2b82b4ef4f,Between 13 - 18,school,29,2019-05-11 22:36:24
f31fb759d8dc2e62df5c24077ecafe6b,Over 18,school,53,2019-05-13 17:17:09
5d3fefcf09be5162510298f25bde1ee5,Under 13,recreational,4,2019-05-14 22:48:07
ac602be2a990736ea287345dd8388c01,Between 13 - 18,school,21,2019-05-18 14:23:39
39c1c35f48e2fd670d5571db9a3423e1,Between 13 - 18,school,23,2019-05-18 15:42:42
d7d1692afb0ef6b36e64abb890723ebc,Between 13 - 18,school,41,2019-05-18 17:57:04
2921c843dd08ed5d2bcef5147fcfbfc6,Between 13 - 18,school,48,2019-05-18 23:54:57
36743ec68d126c42382eb67197a94e42,Between 13 - 18,school,15,2019-05-20 22:00:20.393937
dcf35061851a9be418b8e94bfa87ffc9,Between 13 - 18,school,21,2019-05-21 19:52:29
6eb381b9a2bfbbc4e520816911b277d4,Between 13 - 18,school,26,2019-05-21 20:58:25
5ab2a847d21e29e1c326b2a2d628281d,Between 13 - 18,school,24,2019-05-22 15:48:01
6cb502c42a23853956525da7fa662c4e,Under 13,recreational,1,2019-05-25 11:38:35
55b7967bd9c8262bca5a66d056c6a643,Under 13,club_travel,11,2019-05-26 18:50:58
0117a3d05107c4fc460ef652cbe4d776,Under 13,recreational,17,2019-05-27 18:30:52
a5b629b7d54fa988e895cc273d812968,Between 13 - 18,school,26,2019-05-30 16:13:36.036108
3235d7eb99cb3bfec01e0bcfbdc9e42b,Over 18,club_travel,2,2019-05-31 01:30:34
44d7206e615218ffd312cf8e266265a4,Between 13 - 18,school,34,2019-06-01 13:57:42
ee5a9f50e8eb70d2c21f828604141ecd,Under 13,club_travel,20,2019-06-01 21:13:55
6886b64c02aa3bb89a6f90455022b381,Under 13,club_travel,22,2019-06-02 15:16:04
1d7d463ff05206eb567e3330f5484afb,Under 13,club_travel,2,2019-06-03 13:27:43
4245a2f6dac7be9298f4a9e458014012,Under 13,recreational,15,2019-06-08 14:59:02
517c6afeda86cc990af0768e21788f23,Under 13,club_travel,29,2019-06-09 22:56:32
603bb83322c7640117ab4adf783476f0,Between 13 - 18,school,28,2019-06-11 20:28:28
54a4741287920e3eb16f5242cfee1aca,Between 13 - 18,club_travel,51,2019-06-15 15:39:18
658ac5083b067a77c2f6d4ac83f1bea6,Under 13,club_travel,22,2019-06-16 15:49:36
6933e03e2753d28d48eb7f83f2009279,Under 13,club_travel,21,2019-06-16 16:58:53
aa54e70632c60f0eae30b29c1431dfe5,Under 13,club_travel,31,2019-06-17 00:07:52
38b486244d2e44396659f2a830244094,Under 13,club_travel,32,2019-06-18 13:21:55
5ff3f1f91b452c136c0ea571343e7519,Between 13 - 18,recreational,11,2019-06-21 00:58:50
b734bf052a28ccfcdce55bb894990a85,Over 18,recreational,12,2019-06-22 16:30:39.373829
8e555ea9a330a841051ec08090345725,Under 13,club_travel,31,2019-06-23 01:00:51
97bb186b3c0e229956b230efe8edbd26,Between 13 - 18,school,17,2019-06-27 21:38:41
daabed3127e562519cc980dc0c5a9fdc,Under 13,club_travel,34,2019-06-28 00:35:42
2fe7e1257d4b2fc3904e5bb06e8a6ede,Under 13,club_travel,29,2019-06-29 00:59:00
788e9685cdc24d29b00083a9c6f03df6,Under 13,recreational,9,2019-06-29 21:00:31
39f71632e229fdeb750c2f4072df17d6,Under 13,club_travel,38,2019-06-29 23:34:05
57663fad02b0ec4a5bf2a17f0c9bbb31,Under 13,recreational,25,2019-06-30 15:41:09.621348
8e8ce6b353d470bd8af4c24c91938625,Under 13,recreational,30,2019-06-30 21:02:51
51dfee248ff583e306b60cb6fe1ad8e8,Between 13 - 18,club_travel,69,2019-07-01 22:25:14.006744
442de30d0db458200d2bac2784462f23,Under 13,club_travel,30,2019-07-05 20:00:25.153324
6b4664473fcd2c97c0bc2c1fb76ce918,Between 13 - 18,club_travel,80,2019-07-06 22:13:50
c2ecdc64ca1bbf29473128ef81a1b56a,Between 13 - 18,club_travel,28,2019-07-07 18:54:05
a4fb76276a18d25899e661f8937b89a8,Under 13,club_travel,39,2019-07-07 20:40:07
18bce321b47b8d34f8128ed1a44c2bba,Between 13 - 18,club_travel,36,2019-07-12 18:39:28.367956
760d25eb272e2bd4651f32f62abdb58c,Under 13,club_travel,37,2019-07-13 03:41:46.511137
371d61f861f952ce0bbe186304ed4457,Between 13 - 18,recreational,5,2019-07-13 13:40:34
8f3927b985c346681c4b13eac943ff62,Between 13 - 18,club_travel,16,2019-07-13 19:49:55
d56443b76dc30d15cefcc2f45a9c02cf,Between 13 - 18,club_travel,63,2019-07-14 12:49:20
d6528b98d031f74654f01826dfe4b7f5,Under 13,club_travel,94,2019-07-14 17:00:01
33cc31fd30c816aff5eecaaf42cff9c5,Under 13,club_travel,19,2019-07-14 17:17:50
c4671d42004aa21d054cf62d8005ffd2,Under 13,club_travel,37,2019-07-14 17:49:30
1755a3fac1f888a404112192b9d0b4d5,Between 13 - 18,school,24,2019-07-14 20:46:13
9b747aaa1518f5d9d42c8f2dcb6b4797,Under 13,club_travel,45,2019-07-18 17:42:53
275e759235d99bc6304f2b91b8d77603,Between 13 - 18,club_travel,50,2019-07-21 14:41:30
a3d4774d499e235604b322e115a9f6d5,Between 13 - 18,club_travel,7,2019-07-21 16:31:27.664274
5b7a8f50842db0857bca4563b8d2fbc4,Between 13 - 18,club_travel,18,2019-07-21 19:00:26
d5ac9dac724dc7360b04d00f40382fbd,Between 13 - 18,club_travel,59,2019-07-21 20:28:40.890559
8efcf5a645656058eab4b69c7d3429b6,Between 13 - 18,club_travel,42,2019-07-25 12:01:11
8e59b3ee59c99f41871d64679e3075fb,Under 13,club_travel,12,2019-07-25 21:26:25
12f42d2f0d71b89e92a2bff706ae28f3,Under 13,recreational,16,2019-07-25 22:00:44.485251
15ed3064cc459ece36fbba5f5ee75ba0,Under 13,recreational,8,2019-07-26 00:21:04.523785
7647b74992becd13eea8ee66ac2878ec,Between 13 - 18,club_travel,41,2019-07-26 17:12:47
6cd4416efafb5ad5f0fa8494c6c31bc2,Between 13 - 18,club_travel,33,2019-07-26 20:09:49
ea0a2461b0015673c5604af44da27754,Between 13 - 18,club_travel,22,2019-07-27 12:58:59.244631
66a6fcbcf93a22fe031a882c5165fb97,Between 13 - 18,recreational,41,2019-07-27 16:28:31
f9211d74fe403f505dc066530ce9787f,Between 13 - 18,club_travel,24,2019-07-28 11:55:48
c3c85e044da32b8fd8c26d76af1f568e,Between 13 - 18,club_travel,29,2019-07-28 15:26:59
bd8bb8a70aeeedc3251dee9908c089a5,Between 13 - 18,club_travel,42,2019-07-28 20:01:47
efbf5fb1eb3a00b6ff13acc18f39cc1e,Under 13,recreational,8,2019-07-29 22:08:05
234760a9ea4df129d55a23c05d257e64,Between 13 - 18,club_travel,29,2019-08-02 15:01:33
c7ec63ae22a9ce4ffbd88165caf5c838,Between 13 - 18,club_travel,21,2019-08-04 21:30:29
283199e6c4d14e030e9b0b5f0922d504,Between 13 - 18,club_travel,16,2019-08-12 21:30:59
31095ffa341635c41d63f4134f698e84,Between 13 - 18,club_travel,51,2019-08-17 19:48:00
8c0da75a57a2d63ef716c2f50158bc22,Between 13 - 18,club_travel,3,2019-08-18 18:25:25
35a2695d602ff87650a5396e79247276,Under 13,club_travel,13,2019-09-02 15:21:05
dff7246e733922838a24386cff0e5aaa,Between 13 - 18,club_travel,68,2019-09-08 13:33:35
d57076c353a55ae96b48c9921035c7ee,Between 13 - 18,school,25,2019-09-14 00:19:45
b26bcb73efba7f3155a0b0f18d7604c8,Between 13 - 18,school,16,2019-09-20 17:51:39.76998
0960041e6986e2418b749174d3863db4,Between 13 - 18,school,14,2019-09-20 20:43:30
a955bb3529deaded72c379fe2d90ec89,Between 13 - 18,school,13,2019-09-21 13:32:44.408101
aa563014b1d860909133ff3b16ad093d,Under 13,club_travel,11,2019-10-13 21:33:16
e0d7ce1437b941f8c4be874f13f0cc9c,Between 13 - 18,school,9,2019-10-23 17:32:25
e288568c4495fe4c2468c856650c9d83,Between 13 - 18,recreational,56,2019-10-26 14:58:27.856731
c390fc04664a5fb75168b5b261470e8d,Between 13 - 18,club_travel,14,2019-10-26 19:42:41.549056
923d4bc10a81c1655abbdd0341b74855,Under 13,club_travel,2,2019-10-27 21:00:45.968463
d637ab5249e84e0f5e000cb57407ebc8,Over 18,club_travel,6,2019-10-31 21:45:13
61d9b7ca7bc0c0a7531b4dd57b013875,Between 13 - 18,club_travel,17,2019-11-02 22:05:14
46878434dba1f5a18ae4767026187f33,Between 13 - 18,club_travel,12,2019-11-03 18:15:39
c64e308bf9f38cc921c862514200ec00,Between 13 - 18,club_travel,33,2019-11-03 18:17:40
226d67ae1a764380c1bf3abc67aee1bf,Under 13,recreational,9,2019-11-04 23:49:38
ec6cfd75a7299c8cf967e2ccd0b3208a,Between 13 - 18,recreational,7,2019-11-10 16:43:06
f6f2cf8998d13eac962e40e50ef39ce2,Between 13 - 18,club_travel,20,2019-11-10 19:53:04
